tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
408.00;230845886_0;633.12;10.02;170.00;0.53;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_ba.4;238.00;wu_od_to_ba.4;0;2382.14;0.99;0.00;21.11;car;;0;0.00
408.00;41899283#1_0;148.70;11.88;217.00;0.89;-45494495_0;5.10;0.00;tripinfo_wu_os_to_as.2;191.00;wu_os_to_as.2;0;1746.47;1.08;0.00;44.14;car;;2;11.00
408.00;45494495_0;58.90;10.33;311.00;5.21;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_os.6;97.00;wu_od_to_os.6;0;969.96;0.99;0.00;7.99;car;;0;0.00
410.00;972103805_0;116.86;8.44;117.00;0.41;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_ko.3;293.00;wu_od_to_ko.3;0;2307.67;0.87;0.00;42.41;car;;1;12.00
412.00;972103805_0;116.86;9.40;129.00;0.46;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_ko.4;283.00;wu_od_to_ko.4;0;2307.67;0.95;0.00;52.77;car;;1;8.00
413.00;972103805_0;116.86;11.47;133.00;0.26;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_ko.5;280.00;wu_od_to_ko.5;0;2307.67;1.06;0.00;72.39;car;;1;8.00
415.00;972103805_0;116.86;11.70;159.00;0.31;-45494495_0;5.10;0.00;tripinfo_wu_os_to_ko.1;256.00;wu_os_to_ko.1;0;2045.29;1.07;0.00;73.27;car;;2;14.00
416.00;41899283#1_0;148.70;9.27;255.00;0.91;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_as.4;161.00;wu_ba_to_as.4;0;1430.78;0.95;0.00;23.94;car;;1;1.00
417.00;23156030#6_0;109.07;9.64;151.00;0.33;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_od.3;266.00;wu_ba_to_od.3;0;2315.50;0.88;0.00;27.93;car;;1;3.00
417.00;23527526_0;253.75;8.30;329.00;1.14;23687583_0;5.10;0.00;tripinfo_wu_as_to_gj.4;88.00;wu_as_to_gj.4;0;649.06;0.76;0.00;9.39;car;;0;0.00
419.00;41899283#1_0;148.70;11.06;176.00;4.19;803785575#0_0;5.10;0.00;tripinfo_wu_od_to_as.1;243.00;wu_od_to_as.1;0;2382.09;1.08;0.00;44.01;car;;0;0.00
419.00;972103805_0;116.86;12.05;203.00;0.05;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_ko.3;216.00;wu_ba_to_ko.3;0;2114.29;1.09;0.00;39.23;car;;2;10.00
421.00;972103805_0;116.86;10.88;208.00;0.42;-230845886_0;5.10;0.00;tripinfo_wu_ba_to_ko.4;213.00;wu_ba_to_ko.4;0;2114.29;1.10;0.00;37.41;car;;1;1.00
423.00;45494495_0;58.90;9.12;227.00;2.98;23687583_0;5.10;0.00;tripinfo_wu_as_to_os.5;196.00;wu_as_to_os.5;0;1689.77;0.88;0.00;22.37;car;;1;3.00
425.00;45494495_0;58.90;12.42;245.00;0.84;23687583_0;5.10;0.00;tripinfo_wu_as_to_os.6;180.00;wu_as_to_os.6;0;1689.77;1.18;0.00;50.34;car;;0;0.00
